,,loss,acc,loss,acc
,,val,val,train,train
epoch,step,,,,
0,19,2.587432146072388,0.0718558728694915,2.6075215339660645,0.0723861083388328
1,39,2.5340170860290527,0.0708178579807281,2.5577940940856934,0.0735465735197067
2,59,2.4867055416107178,0.0752274990081787,2.489428758621216,0.0768186897039413
3,79,2.4450502395629883,0.0796586200594902,2.4466567039489746,0.0826717242598533
4,99,2.405597448348999,0.1058394834399223,2.4056196212768555,0.0973708927631378
5,119,2.3689076900482178,0.130078911781311,2.366685152053833,0.1217088550329208
6,139,2.3324990272521973,0.150808185338974,2.3318421840667725,0.149401381611824
7,159,2.2969982624053955,0.1614713370800018,2.2907044887542725,0.1624074131250381
8,179,2.2639663219451904,0.1698165088891983,2.25212836265564,0.1715896427631378
9,199,2.231323480606079,0.1753851473331451,2.216343402862549,0.1742973774671554
10,219,2.2020833492279053,0.1791275143623352,2.204922676086426,0.1818752586841583
11,239,2.174907684326172,0.1824152469635009,2.1631290912628174,0.1856039464473724
12,259,2.150595426559448,0.1861244142055511,2.1592352390289307,0.1862127184867859
13,279,2.128447294235229,0.1886180192232132,2.1068873405456543,0.1921418458223343
14,299,2.109166383743286,0.1902472525835037,2.1102137565612797,0.1900999397039413
15,319,2.0924746990203857,0.1924247741699218,2.0879933834075928,0.1899794489145279
16,339,2.0777463912963867,0.1938822865486145,2.068403005599976,0.1969485580921173
17,359,2.0630500316619877,0.1947700679302215,2.0563642978668213,0.1994026452302932
18,379,2.049858331680298,0.1962490528821945,2.0564699172973637,0.196276381611824
19,399,2.038747310638428,0.1972636729478836,2.0388882160186768,0.1966314911842346
20,419,2.0283844470977783,0.1990099847316742,2.0170557498931885,0.2012860178947448
21,439,2.018595933914185,0.1994509547948837,2.0128262042999268,0.2044313102960586
22,459,2.00985050201416,0.2011426240205764,2.0042104721069336,0.2068853974342346
23,479,2.0014169216156006,0.2019016146659851,2.0147576332092285,0.1985085159540176
24,499,1.9934771060943604,0.202752336859703,1.9938431978225708,0.1997260600328445
25,519,1.985661268234253,0.2038430422544479,1.996493220329285,0.2069614976644516
26,539,1.9775956869125368,0.2043113112449646,1.96709942817688,0.2048308104276657
27,559,1.9702893495559688,0.2055854350328445,1.959059238433838,0.2054332345724105
28,579,1.963716983795166,0.2062020003795623,1.9497507810592647,0.2056234776973724
29,599,1.9570345878601076,0.2069824486970901,1.9594080448150637,0.2054712921380996
30,619,1.950894236564636,0.2082546353340149,1.96734881401062,0.2072278261184692
31,639,1.9451212882995603,0.2082487642765045,1.9419935941696167,0.2153827548027038
32,659,1.9393478631973269,0.2090799659490585,1.9251060485839844,0.2112926095724105
33,679,1.9336553812026975,0.2092809379100799,1.913564682006836,0.2139876782894134
34,699,1.928307294845581,0.2101511806249618,1.9413731098175049,0.2086038887500763
35,719,1.922816514968872,0.2103482484817505,1.9097880125045776,0.2182426899671554
36,739,1.917464256286621,0.2107540965080261,1.9278520345687864,0.2097643613815307
37,759,1.9125516414642332,0.2126896530389785,1.9276176691055296,0.2105950713157653
38,779,1.907921314239502,0.2139559686183929,1.89643657207489,0.2186675667762756
39,799,1.9029501676559448,0.2172749191522598,1.879060983657837,0.2213943302631378
40,819,1.8985329866409304,0.21818807721138,1.8919175863265991,0.2082107365131378
41,839,1.89430570602417,0.220127522945404,1.889409303665161,0.2159724980592727
42,859,1.8902579545974727,0.2207109332084655,1.892006754875183,0.2130111157894134
43,879,1.8862782716751096,0.2211148142814636,1.8959437608718872,0.2141145020723343
44,899,1.8822389841079712,0.222080647945404,1.8895727396011357,0.2112672477960586
45,919,1.878657341003418,0.2225118577480316,1.863279104232788,0.2240132987499237
46,939,1.8751516342163088,0.2228747755289077,1.8864434957504272,0.21630859375
47,959,1.871529459953308,0.223965510725975,1.8562709093093872,0.2209123820066452
48,979,1.8675743341445925,0.2248552292585373,1.8871923685073853,0.2179256230592727
49,999,1.8640764951705933,0.2252454459667205,1.85166609287262,0.2231255024671554
50,1019,1.8611890077590945,0.2257761508226394,1.846957087516785,0.2211470156908035
51,1039,1.8578404188156128,0.22725710272789,1.847578167915344,0.2234996408224105
52,1059,1.854532241821289,0.2273078262805938,1.869450569152832,0.2199104577302932
53,1079,1.8508186340332031,0.2277722060680389,1.849323272705078,0.223207950592041
54,1099,1.8476338386535645,0.2281253933906555,1.863279104232788,0.2230874598026275
55,1119,1.8444976806640625,0.2279810011386871,1.824283599853516,0.2311028838157653
56,1139,1.8417673110961916,0.2284882962703704,1.840665340423584,0.2293653637170791
57,1159,1.839069485664368,0.2306033819913864,1.825915098190308,0.2251737564802169
58,1179,1.8371154069900515,0.2302365750074386,1.8299572467803955,0.2279575914144516
59,1199,1.8338886499404907,0.2318248003721237,1.8797409534454343,0.2189085334539413
60,1219,1.8307615518569944,0.2336179316043853,1.8190537691116333,0.2265878617763519
61,1239,1.82750141620636,0.2331613600254058,1.82122540473938,0.2315658032894134
62,1259,1.8248060941696167,0.2330091595649719,1.8102601766586304,0.2318638414144516
63,1279,1.8226284980773928,0.2336179316043853,1.823139190673828,0.2298219352960586
64,1299,1.8208122253417969,0.2342481762170791,1.8324838876724243,0.2228528261184692
65,1319,1.818539261817932,0.2346345037221908,1.7936643362045288,0.2330116182565689
66,1339,1.8163479566574097,0.2348784208297729,1.8107006549835205,0.2287312299013137
67,1359,1.813666582107544,0.2349798828363418,1.8095675706863403,0.2284522056579589
68,1379,1.8108984231948853,0.2350559681653976,1.7954643964767456,0.2312360554933548
69,1399,1.8083586692810056,0.2355886399745941,1.8009532690048218,0.233322337269783
70,1419,1.8057948350906368,0.2355144768953323,1.8281581401824951,0.2259727567434311
