y,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9
5,-10.181179,-8.74101,-11.205114,-2.4658222,7.10274,-6.9613523,9.983781,-2.1894274,-8.409497,5.477676
5,-10.353654,-8.724961,-11.250888,-2.5550785,7.325677,-7.0712233,9.512743,-2.2015777,-8.249526,4.9542875
5,-10.204716,-8.680923,-11.138297,-2.6681561,7.290203,-6.9756575,9.982606,-2.2753172,-8.341578,5.7725673
5,-10.232283,-8.542485,-11.2106,-2.702079,7.38267,-6.8828855,9.335711,-2.2136793,-8.667948,6.02656
5,-10.005666,-8.629477,-10.953994,-2.7780838,7.3562827,-7.1628666,9.008017,-2.3860302,-8.22201,5.5862794
5,-10.139531,-8.456713,-11.201906,-2.2126346,7.366398,-7.097735,9.376057,-2.231727,-8.102869,6.9007244
5,-10.236982,-8.679423,-11.0859,-2.7179966,7.914853,-7.433583,7.9474835,-2.2151103,-8.507276,6.945333
5,-10.150243,-8.766164,-11.013793,-2.905699,8.221729,-7.4048767,7.9452624,-2.2116563,-8.7028055,7.148464
5,-10.448985,-8.957932,-11.309258,-2.6462026,8.242847,-7.03982,8.691215,-2.042596,-8.740327,7.7572913
5,-10.535654,-8.568593,-10.974391,-2.5978324,9.040699,-7.2017756,9.380696,-1.9717386,-8.68878,8.057087
5,-10.367961,-8.721367,-11.0502205,-2.2751174,8.385901,-7.114066,7.5328298,-1.8930805,-7.937725,7.5093193
5,-10.33294,-8.668745,-11.438846,-2.7093544,8.4563675,-7.3425937,8.365043,-1.9251603,-8.300258,8.183774
5,-10.27358,-8.739464,-11.309224,-2.706649,8.077855,-6.842706,8.48151,-2.3817146,-8.554179,7.7854676
10,-10.7985735,-8.455099,-11.274575,-2.4993231,8.926853,-7.289934,10.652063,-2.5993,-8.334109,5.628922
10,-10.36248,-8.554377,-11.460898,-2.9479773,8.827321,-7.489583,10.810835,-2.5379105,-8.308259,5.6362166
10,-10.172619,-8.497726,-11.18296,-2.539264,9.211249,-7.230683,10.805671,-2.5642674,-8.407448,5.42829
10,-9.987731,-8.574413,-11.38676,-2.7327676,8.336142,-7.097679,10.363003,-2.6390264,-8.17329,4.675002
10,-10.361719,-8.457116,-11.010546,-2.6002433,8.524575,-7.468679,11.263893,-2.8117297,-8.446349,5.1999326
10,-10.342597,-8.687326,-11.078762,-2.6335077,8.307733,-6.521567,10.431768,-2.7458117,-8.422615,5.108182
10,-10.520298,-8.524026,-11.118264,-2.7139297,8.24823,-7.0695105,10.703289,-2.7391443,-8.375652,4.6720996
10,-10.305263,-8.6885,-11.241447,-2.6992757,8.789637,-7.1020956,11.035733,-2.5115268,-8.365083,5.359429
5,-10.80959,-8.440046,-11.360406,-2.3380208,11.8096695,-7.508744,7.3176956,-2.2466877,-8.160888,16.774185
5,-10.478456,-8.125587,-10.763526,-2.3695326,12.611826,-7.635741,7.3411026,-1.9686474,-8.089096,16.364084
5,-10.94934,-8.315104,-11.006367,-2.4967098,11.161374,-7.3983445,7.2078195,-2.2057734,-8.212347,17.319473
5,-10.717523,-8.49431,-11.216985,-2.3687387,12.5046,-7.338362,7.2012515,-2.120298,-8.294731,16.148476
5,-10.8014765,-8.155018,-11.175366,-2.2755287,11.510722,-7.7173405,7.0705466,-2.4343657,-8.3976345,16.832119
5,-10.586681,-8.37026,-10.65854,-2.3217084,11.849617,-7.670807,6.8092537,-2.1448317,-8.2147455,16.722437
5,-10.764728,-8.331558,-11.2995,-2.5909882,11.923769,-7.764881,7.561186,-2.0022733,-8.228141,16.293
5,-10.901151,-8.464374,-10.885748,-2.5346448,12.08244,-7.7623196,7.225493,-2.4540331,-8.63157,17.394114
5,-10.624507,-7.921483,-11.061971,-2.2583773,12.042867,-7.6830096,7.4058275,-2.1585238,-8.292783,16.880827
5,-10.750579,-8.454873,-11.05022,-2.4356997,12.079225,-7.5073605,7.1899657,-2.4820378,-8.443413,17.028591
5,-10.744563,-8.209526,-10.940337,-2.537385,11.271238,-7.7035713,6.7336335,-2.4980247,-8.763036,16.066603
5,-10.066079,-8.534209,-10.974446,-2.5666025,11.739221,-7.764587,6.8455153,-2.2766538,-8.540021,16.5297
5,-10.493927,-8.372989,-10.927105,-2.729233,10.671833,-7.28744,6.583528,-2.0422914,-8.261586,16.103859
5,-10.660995,-8.343233,-11.081302,-2.5175798,11.8362,-7.5211263,6.8913155,-1.8899671,-8.536446,16.420849
5,-10.729297,-8.5835085,-11.183652,-2.353231,12.058058,-7.7560167,6.414237,-2.2529202,-8.358983,16.426058
5,-10.68206,-8.381315,-11.381729,-2.4501185,10.566635,-7.429567,5.98426,-2.2154646,-8.381335,15.46549
5,-10.115658,-8.574094,-10.914866,-2.7088912,8.409574,-7.1029596,5.9898224,-2.229519,-7.995249,12.821679
5,-10.651494,-8.63849,-10.844163,-2.1423826,11.084646,-7.5834794,6.841552,-2.1014483,-8.2736,15.258293
5,-10.128576,-8.485403,-11.049494,-3.0215325,7.899548,-6.920474,5.278082,-2.4533334,-8.139524,11.012006
5,-10.300106,-8.317406,-10.960037,-2.6053777,8.570682,-7.590785,5.425262,-1.876646,-8.396191,12.578745
5,-10.619588,-8.08181,-11.076534,-2.4804225,11.233479,-7.3422985,6.354197,-2.3527706,-8.4117365,14.513575
5,-10.600251,-8.292627,-11.0963745,-2.4765851,8.913835,-7.5871534,6.63742,-2.223619,-8.734281,13.075269
5,-10.6834,-8.160565,-10.956718,-2.754321,9.711635,-7.493532,6.3655767,-2.051546,-8.335441,14.7550535
5,-10.710706,-8.392143,-10.85935,-2.4224248,10.79835,-7.631565,7.7390127,-2.6732829,-8.559851,16.866526
5,-10.781345,-8.45885,-11.179161,-2.4520779,11.366158,-7.360228,6.2677093,-2.5851047,-8.473424,15.410052
5,-10.301386,-8.027962,-11.064849,-2.6724517,11.252952,-7.4588675,6.4524217,-1.9579948,-8.477562,17.353403
5,-10.49758,-8.370142,-10.882063,-2.5126455,10.853703,-7.7340355,6.5419364,-1.940518,-8.582363,16.194136
5,-10.7988615,-8.086126,-11.0223055,-2.2199237,11.493039,-7.7418547,6.9213333,-2.2134132,-8.513921,15.790582
5,-10.720089,-8.375188,-11.078203,-2.6437669,10.146709,-7.418823,7.05109,-2.2493944,-8.405414,14.266167
5,-10.568928,-8.393807,-11.186442,-2.7195923,8.80234,-7.233618,6.115049,-2.5515306,-8.562141,13.334041
5,-10.691649,-8.123192,-11.056028,-2.6296167,10.115686,-7.6550407,5.318485,-2.1290176,-8.264512,14.678511
5,-10.263885,-8.595221,-11.35488,-2.9607642,9.62817,-7.0395947,5.832595,-2.391878,-8.234522,14.426507
5,-10.381928,-8.353232,-11.072595,-2.3722513,9.594683,-7.4260836,6.2242684,-2.2390068,-8.221943,14.56279
5,-10.598589,-8.461418,-11.1190605,-2.748908,8.853523,-7.5009346,5.1552052,-2.506316,-8.642375,13.548024
5,-10.536843,-8.749633,-11.084752,-2.3965235,9.045013,-7.631477,5.9204054,-2.1734781,-8.410309,13.818503
5,-10.871761,-8.36238,-11.063257,-2.8516765,9.111564,-7.570534,4.755302,-2.1434672,-8.593585,13.787599
5,-10.829426,-8.16148,-11.036332,-2.6953156,9.475034,-7.1902313,6.728413,-2.1738327,-8.698736,12.869241
5,-10.558229,-8.080326,-11.081784,-2.6448586,9.183603,-7.617638,5.6555057,-1.9559802,-8.464386,13.917268
5,-10.270703,-8.217145,-11.224487,-2.5423367,8.471024,-7.294567,5.168548,-2.1113367,-8.513267,12.090401
5,-10.713081,-8.635057,-10.842938,-2.9339833,8.0524,-7.449964,5.2940264,-2.6187456,-8.433425,12.2220745
5,-10.775374,-8.458671,-11.003192,-3.1057768,8.489388,-7.368391,5.3705235,-2.3920674,-8.187673,12.289417
5,-10.383658,-8.060988,-10.797405,-2.2589934,9.18269,-6.8414526,5.211267,-2.1811514,-8.460947,13.153031
5,-10.348933,-8.272138,-11.266129,-2.8106244,7.7739887,-7.302245,4.415534,-2.00999,-8.557835,12.011156
5,-10.5663395,-8.431449,-11.638194,-2.9673157,8.394362,-7.2943115,4.9137716,-2.3199232,-8.065656,12.806341
5,-10.529798,-8.147449,-11.11749,-2.582587,8.691849,-7.4069657,5.739862,-2.5271416,-8.736545,11.7807
5,-10.651825,-8.435216,-10.942108,-2.7247453,8.124298,-7.303854,5.989269,-2.1353838,-8.403306,12.718367
5,-10.364965,-8.761364,-11.28608,-2.6551974,8.26228,-7.54168,4.6632614,-2.1855738,-8.333356,11.999696
5,-10.431559,-8.590871,-11.358367,-2.826785,8.623313,-7.20552,6.1761475,-2.249738,-8.510703,12.949242
5,-10.565091,-8.794067,-11.468325,-2.7507915,8.978787,-7.556794,5.905133,-1.9390315,-8.431352,11.999649
5,-10.590867,-8.355056,-11.40697,-2.6835897,8.521611,-7.342401,5.555964,-2.447483,-8.403,12.587811
5,-10.3285675,-8.440115,-11.177992,-2.9032502,8.604935,-7.5704794,5.2822003,-2.4491627,-8.47809,11.754431
5,-10.776789,-8.412612,-10.771215,-2.2674582,8.77695,-7.4668093,5.3159003,-1.9669458,-8.244493,13.197473
5,-11.352724,-7.9943957,-10.922436,-1.6525882,19.060642,-7.8972673,11.3221445,-2.0557487,-8.527498,27.245432
5,-11.202291,-8.386751,-11.089208,-1.9631385,19.12315,-7.934837,11.785296,-2.576074,-8.563278,27.317007
5,-11.503804,-8.172339,-11.207047,-1.4794638,19.06008,-8.072263,11.571565,-2.6313188,-8.494794,26.84714
5,-11.441412,-7.680934,-10.69488,-1.6839247,18.825542,-7.6508737,11.0767565,-2.2517571,-8.408471,27.472103
5,-11.696037,-8.114164,-11.080755,-1.6434144,18.654598,-8.014612,11.613881,-2.7510054,-8.677966,27.392887
5,-11.531306,-8.211137,-10.527007,-1.6202332,18.907818,-8.115298,11.59232,-2.397147,-8.582231,25.768179
5,-11.206768,-7.92644,-10.620307,-1.6559815,19.68866,-8.029674,10.76598,-2.1444893,-8.6463585,27.959728
5,-11.323328,-8.042581,-11.028981,-1.6881703,18.96614,-8.022267,11.571117,-2.570701,-8.262182,27.459385
5,-11.400262,-7.8891435,-11.070232,-1.9154452,19.381472,-8.051531,11.941174,-2.4351783,-8.467959,27.461142
5,-11.2998705,-7.896176,-11.008911,-1.8240219,18.35578,-8.128322,11.209482,-2.4543207,-8.582425,26.386675
5,-11.745554,-8.236325,-11.349197,-1.3957788,19.81517,-8.126715,11.104304,-2.6135573,-8.485516,27.368525
5,-11.157336,-8.138198,-10.91594,-1.6230932,18.524529,-8.237875,11.415501,-2.6569664,-8.586944,27.302803
5,-10.9462805,-8.305603,-10.752881,-2.2283928,14.59382,-7.6855574,8.505441,-2.3177176,-8.460087,21.223997
5,-11.387533,-8.051057,-10.853556,-1.9499264,19.171959,-8.204922,11.288467,-2.921429,-8.526468,26.824705
5,-11.132439,-8.036685,-10.604452,-1.7343273,19.631485,-7.821284,12.052579,-2.5138547,-8.448127,28.135468
5,-11.507811,-7.8382955,-10.867029,-1.5848871,19.569263,-7.923317,11.730823,-2.3950446,-8.674192,27.783882
5,-11.386051,-8.037671,-10.798584,-1.7685319,19.223297,-7.743077,11.990699,-3.15867,-8.032363,26.67983
5,-11.71597,-8.004533,-10.680876,-1.8973571,19.384287,-7.996133,11.790204,-2.3813703,-8.483397,27.360788
5,-11.225581,-8.273621,-10.838336,-2.25142,19.114733,-7.9269743,11.087908,-2.4313653,-8.376062,26.828339
5,-11.790925,-8.167227,-10.859181,-2.0661173,18.835415,-8.1380005,11.620237,-2.4106023,-8.321097,26.892195
5,-11.309733,-8.317231,-10.751717,-1.5776805,19.421858,-7.7600365,12.284254,-2.5255926,-8.291266,27.176853
5,-11.405754,-7.9396305,-11.072825,-1.5891365,20.237764,-7.9441867,11.1889,-2.5754416,-8.303692,28.046873
5,-11.478672,-8.209774,-11.325601,-1.7176496,19.892015,-8.208356,11.568814,-2.426547,-8.604875,27.18398
5,-11.342058,-7.7182736,-10.743371,-1.9117455,19.569525,-7.956825,11.560371,-2.265111,-8.245199,27.285734
5,-11.394496,-8.420619,-11.061468,-1.693355,20.176054,-7.9336276,11.04327,-2.6723356,-8.355487,27.746908
5,-11.150169,-7.7042007,-10.93199,-1.8388636,18.988585,-7.6967325,11.413337,-2.6637993,-8.572815,26.52564
5,-11.289643,-8.089851,-10.655433,-1.8172505,18.727957,-7.7620335,11.310844,-2.49005,-8.355176,27.319777
5,-11.084536,-7.964349,-10.697102,-2.0484376,18.61923,-7.716055,10.888183,-2.6304936,-8.643667,27.00034
5,-11.460904,-8.095091,-11.05128,-1.758226,19.238987,-7.9323354,11.878728,-2.693297,-8.431237,26.870792
5,-11.556603,-8.116576,-10.956592,-1.8485509,19.045618,-8.13674,10.990906,-2.7601185,-8.88035,27.738054
5,-11.328411,-7.8103337,-10.713428,-1.4662346,19.396477,-8.40034,10.977685,-2.7868316,-8.507779,27.660984
5,-11.443753,-8.168512,-11.088904,-1.724591,18.559023,-8.036185,10.752257,-2.5077944,-8.608019,26.909718
5,-11.26437,-7.985766,-10.919459,-1.9238765,19.198814,-7.8080354,11.304541,-2.6538491,-8.547758,26.911037
5,-10.880421,-8.36383,-11.0347,-2.459338,15.538719,-7.543408,9.655567,-2.5854373,-8.650127,22.449419
5,-11.125289,-8.06515,-10.961608,-1.7590591,19.655592,-7.483056,11.564269,-2.4891863,-8.7729845,26.63785
5,-11.28467,-8.301106,-11.0948105,-2.137373,18.78791,-8.109542,11.827524,-2.5258963,-8.328274,26.613482
5,-11.644075,-8.142179,-11.0108385,-1.8619776,19.623861,-7.8221498,11.231759,-2.8430645,-8.6734495,26.546068
5,-11.291557,-7.983651,-10.9649515,-1.8367233,18.000628,-8.171656,10.68427,-2.8482196,-8.799976,26.139357
5,-11.299329,-8.010547,-11.032834,-1.8160691,19.298271,-7.742856,11.817236,-2.8919024,-8.197576,27.82162
5,-11.320502,-7.929594,-10.946938,-1.8802845,19.602983,-7.9391413,11.529542,-2.7192283,-8.509621,27.380594
