y,z0,z1,z2,z3,z4,z5,z6,z7,z8,z9
5,-2.54945,-1.097912,-2.7199655,1.6326932,-0.97903085,1.8596739,-1.1491363,1.6035969,2.5668828,-2.1038373
5,-6.343413,-1.7696109,-0.35140276,-1.2193829,2.1476986,2.057632,-0.39025116,1.375207,1.4341855,-3.0613847
5,-4.6204844,-0.5291645,-1.3636782,-1.0994998,0.2963715,1.5149888,0.64619124,1.5451597,1.5016863,-4.8795366
5,-1.4861107,-1.9522369,-2.713305,-0.31878328,0.26992542,2.5801575,-1.5560569,2.2176003,1.5556167,-1.162365
5,-1.142373,-2.7263918,-3.3246603,-0.7139065,0.6933413,2.5919719,0.49539253,1.764434,0.98628944,-3.850688
5,1.2990253,-2.5725038,-0.058957696,-0.32388383,-0.04811722,1.369729,-0.5973661,1.3763185,1.10268,-1.0565671
5,5.9485126,-0.33727866,-0.43939075,0.2708667,1.0212862,0.51297545,0.6220239,2.3692212,2.3899865,-1.2792859
5,-4.910017,0.0789696,-2.962003,0.7973091,1.7205122,-0.07073259,0.16143447,1.2797353,0.25013685,-4.0566225
5,2.4084322,0.46871316,-1.8088448,-2.3574357,-0.056490302,0.3653022,-2.6432548,2.0652335,2.8848622,-2.4686894
5,2.8949056,-0.39297426,-1.3717251,-1.053404,2.2451503,1.5113435,0.013454348,0.9182346,-0.854087,-3.362938
5,7.802269,-1.0109248,0.1526379,-3.7073889,1.1683227,0.234209,-0.30264604,0.5180412,0.6883489,-2.866488
5,-2.0931802,0.37893146,0.10825771,-0.7442104,2.6213872,3.0946126,-0.5714085,1.6965005,1.8577168,-0.9549568
5,-3.4165683,-0.08272195,1.6979043,0.43260437,2.7791913,-1.7211623,0.0014374256,-0.20372745,2.0067387,-3.0284555
10,-1.9906719,-0.77170527,-2.1317084,-1.0557818,-0.7586515,1.5652828,1.0604686,0.8000246,1.4392626,-1.9725928
10,-5.1084046,-1.0173749,0.1818389,-0.61852807,0.3912055,1.7554772,1.5395422,0.22132891,1.5645752,-1.8748472
10,-0.7742411,-0.6418352,-1.0688021,0.69734544,-2.2426262,3.330414,-0.79418653,1.5250976,1.5228072,-1.7180226
10,-0.7671225,-1.7894244,0.1440168,-0.35054412,1.2612414,3.5661573,0.656726,1.974055,0.4864112,-3.356018
10,-6.3960285,-2.0062573,1.4929259,-0.28375036,3.2918196,0.4650615,0.32365838,0.512289,1.5071287,-1.7833896
10,-1.6488767,-1.2118421,0.72840416,-3.2332432,1.0580986,2.5808008,-0.36038974,0.9739603,1.4649887,-2.8569674
10,-2.9732141,0.050574303,-2.3661053,-0.530692,0.8306314,2.91567,0.029371738,2.139573,1.8992429,-1.668422
10,-3.8164976,0.24883598,-1.6041739,-0.2800908,1.5849218,2.5993285,0.63340616,2.7927613,1.0565166,-1.119634
5,-0.527619,-1.7468755,0.12730029,-1.0490193,0.72964454,-0.16844645,1.1980574,-0.709929,-1.6631942,1.6965797
5,0.7711946,0.44294345,1.3083161,-1.4466068,0.33525193,3.2610972,0.89048344,-0.03518334,0.29724932,0.8420563
5,1.6955488,-0.27850592,-0.48081824,-2.252192,1.0140911,1.0146605,-0.7811034,1.941424,-2.4115674,-0.3151673
5,1.0013993,0.70952445,-1.2845399,-0.721384,0.7793709,2.0779753,-2.8987188,1.7389755,-0.55411446,1.8197
5,3.2187324,1.125732,0.5337921,1.2161274,0.8052651,0.65184486,0.17321023,0.053907305,-0.89749366,2.4114213
5,0.42627698,-1.3668902,-2.7982814,0.20319054,0.21490207,0.040355988,0.9992795,-0.2073427,-0.35694024,0.6286191
5,0.21479416,0.86474025,0.8537285,-0.2152423,0.26581255,1.2109993,-1.5299333,1.6273594,-0.69449353,0.40826732
5,1.134515,-0.28750595,-0.3869924,-1.0332351,0.28441465,1.4142137,-1.4020334,-0.9262216,1.846868,0.9831228
5,-1.2103384,-0.12050289,0.6240336,1.0613629,-0.3713624,0.37373537,-1.075208,0.5552447,-2.7908602,1.9232876
5,-0.9322398,-1.0370936,0.70869076,-0.6097263,1.9636004,3.1887019,-0.9188048,-0.11815208,0.272289,0.93088895
5,-0.6597825,-1.1156077,0.02223368,-0.95235324,0.75114644,-0.8173475,-0.16228165,0.67365533,-1.7878087,2.0700524
5,-2.486751,-0.4401214,-1.4796857,-1.1822727,0.23827714,1.3716223,-0.55160755,0.7274799,-0.062325537,3.3666043
5,1.7379495,1.7941461,-2.3499272,-0.53866917,0.20774859,2.5476696,-0.93709916,0.25652656,-1.910338,-1.1500708
5,1.8901533,-0.5986177,1.4724174,-1.6922119,0.12980556,-1.6550257,-2.0022578,-0.36402532,-0.7644105,0.47681695
5,1.1108558,0.6973319,0.5012265,-0.6703309,-0.21389166,1.6494931,-0.8122698,1.7188137,1.4787421,-0.20572603
5,0.4282573,-0.52272123,0.3317518,-0.37162846,0.15758735,0.060882628,-0.04449004,0.31373408,1.709915,1.2295017
5,0.06117794,1.4723657,-0.76678455,-0.4418295,-0.3515409,2.7961178,1.009995,1.8484358,1.6241693,-2.0927117
5,1.2989036,-2.028325,-1.2201486,-1.2267661,-2.1000648,0.40872467,0.9623138,-0.16438514,-0.94888026,4.714601
5,-0.18801868,-0.73434216,-2.2542596,-0.5163594,-0.6595243,1.4681964,0.9296124,1.0088003,1.5266597,1.4681588
5,-0.45131427,-1.7025453,-1.8320777,-0.41846126,1.3625926,3.1927872,-0.3620456,1.3263894,1.3160915,0.82626504
5,-0.63787484,-0.010892607,0.01676169,0.10407889,-0.068443716,1.827755,-0.65401113,-0.076367974,0.70870924,2.0122802
5,1.6720368,-0.108685054,-0.36873755,-0.4712675,1.5317098,-0.5658213,0.25680688,1.8533384,-0.3056919,-0.578353
5,-0.31233236,-1.0695264,1.2646537,-1.4735852,0.29254562,0.4647616,-1.3127446,1.1030011,-0.11670455,-0.040865302
5,-1.0524026,0.8682453,-2.0978336,-0.7344403,1.1740694,0.9415505,-0.68730986,-0.5640234,-1.0833933,0.5352898
5,-0.47226605,-0.013033628,-0.62329865,0.24400097,0.04655625,3.7032392,-0.0068739355,0.75819695,-0.7724984,0.6176779
5,0.83630204,-0.74027836,-1.5449822,0.3755406,0.82304794,-0.57081807,0.4798216,-1.6302649,-1.1566771,1.7447195
5,-1.4708686,-0.41953206,-0.6927881,-0.4802395,-0.055056304,-2.0135672,-0.15941891,-0.005889833,-1.5674001,0.35645783
5,0.28769097,0.42341724,-2.1041653,0.292953,1.1276374,0.9149394,-1.8584262,0.20765483,0.20226991,-1.5636277
5,-0.8972473,0.25597757,0.38362986,-3.38589,-0.4895336,0.02194035,0.4628952,1.7699783,-1.2915938,1.1866418
5,0.23189348,1.0710641,-1.5187268,-2.336951,0.20088318,-0.78579336,-0.737779,1.4097078,0.9384754,0.7087703
5,6.037901,-0.9183632,-0.6264403,-1.5317852,0.90448594,0.31164968,-0.6192972,1.1582057,-0.025930524,-1.062388
5,-0.48028308,-1.5528953,1.4013228,-1.5042539,0.11922282,1.3508136,0.58190596,0.123735696,0.734127,0.45404363
5,1.4702982,-0.4329549,0.1409559,-1.5231531,1.0219935,1.6196375,1.0932207,0.4146014,-0.042898014,-0.4675247
5,-1.5917578,-0.13679792,-0.7782885,0.7014995,0.06491789,1.9187651,0.54518044,0.42511097,0.75389427,1.0019431
5,2.0610828,0.8018894,0.1597839,-1.1524267,0.17766052,4.1450224,-1.1238246,1.7597282,-0.75049496,1.480172
5,-3.1775098,-2.7917907,-0.54454833,-1.3119583,0.9513551,2.3445892,0.5078057,1.1346276,0.78108555,-0.13211572
5,-4.2733974,1.0025679,0.31651777,-0.03420633,0.4171574,0.13355082,0.12649557,-2.0632243,-0.8357948,1.8970929
5,3.3713598,-0.6875391,0.39118886,-0.27066496,1.3479191,0.052169144,-0.768293,-0.20334733,-0.102745086,-0.21047059
5,-0.16840068,-1.6205163,-1.4592447,-0.003727883,-1.4046423,1.8825408,-0.6858297,3.54812,1.3807793,-1.0490685
5,1.9067118,-0.16518965,-0.74362326,-1.4800937,0.76569223,0.33298543,0.44368246,1.1336905,-0.9571434,0.38517335
5,1.0740199,0.69654393,0.084314585,-0.012944549,1.5010301,0.3425849,1.3256886,-1.2985986,2.068371,1.0239611
5,0.53219295,-0.24039975,-1.1861943,-0.035990775,1.0179303,1.6282289,-1.5245674,1.7635546,0.23951226,0.06928598
5,0.039892375,-1.431865,-2.6347957,0.21275425,0.20305091,1.6823496,0.015976347,0.6439711,1.5107944,-1.1965199
5,1.7003965,-0.4419576,-1.4495413,-1.1734266,1.3352659,0.7772859,-0.67402357,0.98949516,0.047388583,-0.76343393
5,1.3311464,0.22017318,1.5083616,2.7233021,1.358909,-5.8307724,-0.6703222,-0.22028178,1.1323854,0.110112935
5,3.7155483,0.038233012,-0.19365594,0.21206784,1.7070216,1.2781042,0.1286836,-0.07151997,-0.7741071,-2.7219648
5,-2.8998506,-1.0030161,-0.5847644,1.6456739,0.29462278,-0.06264496,0.35892618,1.801992,-0.08983937,-1.1443348
5,1.7391386,-1.772777,-0.62922746,0.28010058,0.7685357,-2.1789837,-0.48417467,1.3089064,-1.8690841,-0.03519331
5,-2.3328118,0.9577651,-2.51128,-0.9082397,1.2534568,0.1141423,1.8005586,1.1413931,1.2612227,-2.2806242
5,-3.794361,0.116157115,-1.6011283,-0.22607477,0.85658574,1.1096826,0.5095988,-0.1496639,-0.13146532,0.8608001
5,-0.61278045,-1.2950073,-1.0102607,0.7298676,-0.02827251,1.5279925,-0.86457205,0.42761177,0.18206584,0.83661807
5,-1.2201786,-1.8815849,0.76635647,-1.017592,0.718113,3.2950878,1.3503433,0.84323186,1.6278629,0.9380466
5,2.699903,1.3836926,1.4250802,0.6478714,1.6038396,-0.10762316,0.75924915,-0.22146964,-2.3895388,2.9742427
5,4.0578403,2.185038,0.6009911,-1.6596242,0.89818263,-1.8457012,0.83456326,-1.4785792,-3.2057827,5.3404336
5,3.3436253,1.191626,0.88382936,1.0624652,2.0250087,-1.6527736,2.6897776,-2.5280633,-2.658408,5.954172
5,3.4732938,1.2225661,0.41448435,0.31383264,-0.7164396,-2.2882552,-0.5631838,-2.330854,0.19271731,6.5037093
5,2.5119917,0.73603606,0.99607337,-1.1647582,0.60082185,-1.4790679,-1.355869,-1.0417669,-0.7545012,6.3450117
5,2.5178652,1.4624685,2.0098736,-0.5610429,-0.99987936,-0.98403037,0.15588072,-0.7575163,-3.7366595,5.631991
5,3.2660503,1.333206,0.15103775,0.07651234,0.85199296,-1.4573975,1.6249995,-1.08722,-2.1672158,5.1580515
5,4.3271365,1.6309088,1.2857716,-1.06327,-1.9975405,-1.4309747,-0.11037403,-1.8640285,-2.5500097,5.1856384
5,4.45391,1.2368711,0.8681196,-0.100146234,-0.13142085,-0.61485684,0.20691004,-2.5051932,-1.403058,5.1550117
5,2.453197,-0.4188084,1.4736552,-1.2028949,-0.47926795,-0.17690504,1.254681,-2.5845664,-3.8526173,5.2667856
5,4.371682,2.2862067,1.3499408,-0.35835773,0.77303636,-0.5149118,0.9178571,-0.72465944,-1.5878727,5.490456
5,3.4989789,2.1925683,-1.3022425,-2.0461698,-0.10782782,-1.4587556,3.426149,-1.8615584,-2.2665312,4.735138
5,2.147087,1.50786,0.014291181,-0.6352978,1.1676521,0.3475142,0.45125267,1.3997042,-2.5208268,3.2802691
5,4.8467064,1.5229431,-1.6149061,-0.49385238,-0.92392355,-1.5918355,1.7798693,-0.45286298,-0.25078893,5.9239025
5,3.675651,0.7749846,1.5357792,-1.3326515,0.67978466,-0.66087717,2.3206892,-2.3513722,-2.531854,4.1967597
5,3.4107964,1.6687202,2.6275394,0.5703208,-1.2764407,-2.0641725,1.6021996,-1.4287345,-1.05717,5.887872
5,3.2027125,0.6682601,-0.7463618,-1.4003663,-0.03641271,-0.5474553,-0.22060446,-1.9025178,-0.23082757,6.0509777
5,2.6701734,0.024685144,-0.012275875,-1.418081,-1.7295586,-0.9083289,-1.4700028,-0.13254559,-1.46096,4.620201
5,1.8102124,0.8014812,-0.4228589,-0.9829351,0.43337876,-1.9669679,0.56353873,-3.0737348,-1.6304448,5.802422
5,3.9757552,1.1467868,1.9683969,-0.1296348,-0.33840495,-1.9749103,0.6191231,-3.0432754,-1.6978929,4.7026267
5,2.89329,1.0895835,-0.012713343,0.83037925,0.4325,-0.78396595,-0.7321456,-0.0033621192,-3.3435671,6.456978
5,2.9708774,1.0453498,-0.65295184,-0.7052239,-0.9127924,-2.0377026,1.2240762,-3.7309031,-0.6971252,5.6849213
5,1.6553895,1.3648064,1.3034511,-0.7943951,-0.33173922,0.44475007,-0.012599051,-2.7160177,-3.6136107,5.734556
5,3.0529943,0.9293405,0.89293456,-1.2871187,-1.132391,-1.5712783,1.4146892,-1.5589502,-1.4685712,5.861144
5,3.3431544,1.2883062,1.286449,-2.0978518,0.23837253,-1.6453123,0.49023116,-1.0179104,-1.4172727,5.43318
5,2.6413298,0.92811114,0.67909044,-0.74440056,0.9105395,-0.56585824,1.4562453,-0.5525299,-3.3654497,4.383549
5,2.767254,0.9954296,-0.18347761,-1.5763483,-3.012453,-1.970787,1.9141684,-4.627526,-3.5419712,4.6982317
5,3.5838397,-0.21664512,1.1905184,-0.7303386,-0.73288107,-0.14396656,2.503839,-0.816624,-1.2263308,4.971167
