y,z0,z1
8,-30.027174,-4.294802
0,-29.688711,-1.3295757
0,-29.25857,-1.2949404
8,-29.915493,-4.4697843
4,-29.823254,-1.2632474
8,-29.79047,-4.591763
4,-29.80199,-1.159507
8,-30.141817,-4.188852
0,-29.94449,-1.204289
4,-29.489063,-1.2051204
4,-29.87841,-1.2699733
8,-29.820803,-4.0791745
0,-29.58019,-1.3408777
4,-29.747795,-1.213869
4,-30.016556,-1.1671243
0,-29.45784,-1.0824647
4,-29.723673,-1.2403804
8,-29.876993,-4.4305367
4,-29.8896,-1.1867582
4,-29.627682,-1.8423686
4,-30.016989,-1.3041745
6,-29.238985,-6.9669533
0,-29.488386,-1.2204181
0,-29.396765,-1.1100014
0,-29.654724,-1.0934306
0,-29.453665,-1.2906244
0,-29.710552,-1.04861
0,-29.724405,-0.7977196
0,-29.407446,-0.92156357
0,-29.36491,-1.0022486
0,-29.37465,-1.2238659
10,-29.170534,-1.1302879
10,-29.600407,-1.1190714
10,-29.235462,-1.0846705
0,-29.147356,-1.0364661
0,-29.360342,-1.0981811
0,-29.10526,-1.0586609
10,-29.199766,-1.1621813
0,-29.28648,-0.89047635
0,-29.251385,-1.0093149
0,-29.457819,-1.1761616
10,-29.619835,-1.0337332
10,-29.763412,-1.1042751
1,-29.277357,-2.6162848
10,-29.400238,-1.2727935
10,-28.94826,-1.2180328
10,-29.449951,-1.1391766
10,-29.317299,-1.1330019
10,-29.49104,-1.120908
10,-29.152378,-1.0691211
10,-28.912281,-1.1264938
10,-29.520973,-1.151964
10,-29.644003,-1.1601546
10,-29.323156,-0.9510145
10,-29.247036,-1.0836439
10,-28.982035,-1.127784
10,-29.411299,-1.1725937
10,-29.434406,-1.0822045
10,-29.381186,-1.0621532
10,-29.252956,-1.1001806
10,-29.776682,-1.071916
10,-29.688934,-1.0843389
10,-29.677917,-1.2270929
10,-29.1577,-1.1405723
10,-29.166073,-1.0870112
10,-29.482456,-1.186881
10,-28.887857,-1.3694062
10,-29.27789,-1.2097666
10,-29.342754,-1.1793197
0,-29.589506,-1.146568
0,-29.796566,-1.0088164
0,-29.434147,-1.1881877
0,-29.608955,-1.3549823
0,-29.809658,-0.9742576
0,-29.612175,-1.225223
0,-29.703705,-0.9843576
0,-29.701303,-1.2793833
0,-29.617464,-1.1118456
0,-29.771084,-1.0460224
0,-29.617853,-1.2295866
0,-29.48531,-1.1813442
0,-29.558874,-1.2098147
0,-29.479721,-1.0932815
0,-29.907633,-1.3042898
0,-29.613153,-1.4165254
0,-29.406372,-1.2372365
0,-29.5915,-1.0685543
0,-29.591991,-1.1592174
0,-30.04709,-1.0264267
0,-29.63004,-0.9838264
0,-29.720211,-1.2980326
0,-30.005423,-1.197965
0,-29.671684,-1.0966575
0,-29.72675,-1.63869
0,-29.437883,-1.1166896
0,-29.574104,-1.32196
0,-29.557087,-0.9078928
0,-29.978441,-1.1865319
0,-29.604954,-1.1533562
0,-29.632902,-1.4308058
0,-30.356518,-1.2097536
0,-29.738602,-1.1314312
0,-29.705198,-1.0921862
0,-29.566645,-1.2180076
0,-29.852343,-1.0049266
0,-29.622545,-1.0820742
10,-29.881054,-1.2476066
10,-29.429224,-1.9744127
6,-29.647354,-4.3905473
12,-29.522238,-1.185601
12,-29.420404,-1.1255584
12,-29.78699,-1.0454104
12,-29.330326,-1.0573945
12,-29.278719,-1.1906741
12,-29.793318,-1.073542
10,-29.377752,-1.666661
10,-29.830246,-2.1219032
6,-29.440296,-4.679473
12,-29.50685,-1.168318
12,-29.666044,-1.1644288
12,-29.67251,-1.0386943
12,-29.473572,-1.1520233
12,-29.78395,-0.90662956
0,-29.339628,-1.0871031
10,-29.685976,-1.2209477
10,-29.821835,-1.423316
10,-29.663134,-2.0697143
6,-29.55653,-4.896693
0,-29.66709,-0.9705546
12,-29.330338,-1.0978583
12,-29.596806,-1.0594678
12,-29.382507,-1.1563036
12,-29.895372,-1.0811137
0,-29.574947,-1.0962545
10,-29.403452,-1.1976768
10,-29.451235,-1.7758275
10,-29.39451,-1.7961738
6,-29.975784,-4.8327885
0,-29.383743,-1.2839396
12,-29.802187,-1.2116696
12,-29.248287,-1.0827041
12,-29.620516,-1.1073809
12,-29.670195,-1.0649734
12,-29.303356,-0.9979887
12,-29.852562,-1.0624303
10,-29.591272,-2.7990394
6,-29.558914,-4.47499
6,-29.34743,-4.757071
0,-29.676847,-0.71619713
12,-29.674583,-1.0644991
12,-29.47589,-1.0375776
12,-29.767279,-1.0986764
0,-29.531292,-1.1133279
10,-29.455694,-1.4892883
10,-29.554144,-1.3854316
6,-29.41425,-4.5897408
6,-29.44139,-4.3477793
0,-29.928932,-0.9014139
12,-29.515896,-1.1938854
12,-29.759098,-1.0186505
12,-29.572336,-1.0406713
12,-29.754318,-1.0266969
12,-29.630014,-1.0453398
10,-29.467049,-1.0970765
10,-29.737705,-1.5592129
6,-29.361725,-4.456499
0,-29.623293,-0.9442186
0,-29.444069,-0.88176066
12,-29.803102,-1.1228027
12,-29.96576,-1.0247848
12,-29.553202,-1.2141963
12,-29.643732,-1.0716332
12,-29.183144,-1.1067152
0,-29.640598,-1.1874251
10,-29.636154,-1.8360493
10,-29.388266,-1.4855188
6,-29.734665,-4.7695694
0,-29.472109,-0.96673304
0,-29.531105,-1.0806363
12,-29.795717,-1.1168512
12,-29.595173,-1.0288101
12,-29.588358,-1.1710665
12,-29.264708,-1.0519669
12,-29.626873,-1.0715861
0,-29.883392,-0.9646889
5,-29.915636,-2.674874
5,-29.402115,-3.3458517
10,-29.53207,-1.2434239
5,-29.615107,-3.5648427
5,-29.202566,-3.04217
10,-29.60212,-1.2445289
10,-29.907448,-1.0994048
5,-28.862934,-2.9174528
5,-29.543135,-4.1797557
5,-29.178148,-2.8998306
5,-29.42847,-3.349544
10,-29.673952,-1.1799483
5,-29.321154,-3.196294
5,-29.51438,-3.1627486
10,-29.493656,-1.2190224
10,-29.7874,-1.0548298
5,-29.661255,-2.7474291
5,-29.53951,-3.2044277
5,-29.41449,-4.775701
5,-29.368824,-4.184414
5,-29.729649,-3.2685137
10,-29.563967,-1.1906565
10,-29.396746,-1.1456177
5,-29.362978,-3.506736
5,-29.558556,-3.3760252
10,-29.480978,-1.1810558
10,-29.665981,-1.1134772
10,-29.623247,-1.0166844
5,-27.750315,-3.0720615
5,-29.047047,-5.2835183
5,-29.329838,-9.236057
5,-29.71793,-3.1349468
10,-29.739086,-1.0871674
10,-29.308222,-1.203744
5,-29.178375,-2.9692166
10,-29.525324,-1.2176119
10,-29.43187,-1.0903289
5,-29.4038,-3.36664
5,-29.654982,-5.204946
5,-29.664495,-9.560538
5,-29.385185,-2.8580503
5,-29.304996,-3.3368402
5,-29.443672,-3.0310159
5,-29.58006,-2.9823637
10,-29.363811,-1.3122264
10,-29.47798,-1.1195654
5,-29.43054,-3.031467
5,-29.557568,-2.5825896
5,-29.587019,-3.220997
5,-29.651981,-4.468549
5,-29.310001,-9.025922
5,-29.752176,-3.275747
5,-29.26304,-3.635588
5,-29.07618,-3.4026136
10,-29.438164,-1.3741287
10,-29.564255,-1.1211689
5,-29.09067,-2.8331451
5,-29.493141,-2.8181653
5,-29.390167,-3.6000562
5,-29.576464,-4.451089
5,-29.89986,-9.132818
5,-29.270145,-3.319483
10,-29.64333,-1.187609
5,-29.533276,-3.4398043
5,-28.932407,-3.2328627
10,-29.725882,-1.1877995
10,-29.624985,-1.074668
5,-29.26231,-2.9108777
5,-29.764238,-2.1196058
5,-29.643057,-2.9977708
5,-29.569654,-4.6329756
5,-29.90668,-9.461078
5,-29.10097,-2.8245006
10,-29.501116,-1.1864517
5,-29.572193,-3.34723
5,-29.832964,-2.7943668
10,-29.38203,-1.162968
10,-29.583506,-1.0646508
5,-29.434515,-2.811832
5,-29.792307,-2.7545578
5,-29.502787,-3.0603986
5,-29.190825,-4.9199624
5,-29.420244,-9.483958
5,-29.276484,-9.601674
5,-29.58813,-9.344989
5,-29.532028,-9.942423
5,-29.702175,-9.068765
10,-29.54766,-2.3884916
5,-29.547718,-3.9976244
10,-28.965637,-1.9780608
6,-29.612001,-4.7112594
5,-29.295385,-4.5788484
5,-29.434185,-5.768754
1,-29.261757,-6.218923
5,-29.2688,-9.490181
5,-29.259665,-8.561764
5,-29.566967,-10.350174
5,-29.157282,-9.383406
10,-29.471684,-1.8400619
5,-29.156368,-4.068892
6,-29.42435,-5.4496756
5,-29.419636,-4.534507
5,-29.07292,-6.0812993
1,-29.06441,-6.460869
5,-29.540075,-9.040315
5,-29.493334,-8.513388
5,-29.327412,-9.604551
5,-27.56927,-9.129983
5,-29.056658,-10.009879
10,-29.618622,-2.4254546
5,-29.55668,-4.1571803
6,-29.744677,-5.313376
6,-29.24323,-4.893666
5,-29.692251,-4.661312
5,-29.667736,-5.8096757
1,-29.200666,-6.2039304
5,-29.431566,-8.83824
5,-29.25245,-7.8917227
5,-29.275871,-9.009007
10,-29.302576,-3.0030088
5,-29.45337,-3.9902072
6,-29.517057,-4.6044054
5,-29.706366,-4.796906
5,-29.811094,-4.525757
5,-29.534872,-5.703742
1,-29.432756,-7.172373
5,-29.4331,-8.246194
5,-29.390074,-9.594691
5,-29.1428,-9.66728
5,-29.324062,-6.7181644
5,-29.447142,-8.735784
10,-29.338531,-1.5665394
5,-29.390383,-4.3476677
6,-29.42896,-4.9406757
5,-29.460981,-4.4129086
5,-29.583513,-4.14012
5,-29.46989,-5.7130475
1,-29.2191,-5.9751964
5,-29.649244,-8.376534
5,-29.378164,-9.578974
5,-29.048615,-9.712926
5,-29.56204,-8.22505
10,-29.84379,-3.0984201
10,-29.496058,-1.9184409
5,-29.525103,-4.508976
5,-29.451347,-5.5304456
5,-29.467426,-5.898928
1,-29.372297,-5.4132915
5,-29.367317,-8.937371
5,-28.963736,-9.781525
5,-28.917255,-9.556953
5,-29.369223,-8.329348
10,-29.534458,-2.429243
10,-29.422796,-1.6665679
10,-29.576683,-2.1652222
6,-29.285482,-5.0932417
5,-29.385885,-5.1215563
5,-29.358643,-5.803485
5,-29.714796,-5.618058
1,-29.202116,-5.0718217
5,-29.109741,-8.727899
5,-29.244259,-9.587925
5,-29.031286,-9.690713
5,-29.669207,-9.075582
10,-29.549343,-2.3369167
5,-29.686535,-3.974267
10,-29.441612,-3.0323677
6,-29.48355,-4.758191
5,-29.594011,-4.87571
5,-29.758846,-5.708093
1,-29.161575,-7.0327625
1,-29.35838,-5.295395
1,-29.527052,-5.9122624
1,-29.282494,-3.8409789
1,-29.47501,-3.4629767
1,-29.276817,-4.2711945
1,-29.096312,-6.048332
1,-29.18151,-4.0602717
1,-29.72736,-3.9114945
1,-29.307455,-5.84225
1,-29.736483,-4.230784
1,-29.330706,-4.4976172
12,-29.910294,-1.0611725
1,-29.38314,-4.0889874
1,-29.378283,-5.407019
0,-28.824308,-0.99298084
1,-29.378809,-6.7075977
1,-29.539526,-4.254813
1,-29.367579,-4.905111
1,-29.60374,-4.891216
9,-29.62721,-9.673545
9,-29.427969,-9.770901
9,-29.242762,-9.932639
2,-29.402073,-4.301846
2,-29.522581,-4.4299674
6,-29.61569,-4.625951
10,-29.305256,-1.0652938
0,-29.768217,-1.0971783
9,-29.463842,-9.855263
9,-29.598482,-10.127189
2,-29.45753,-3.500117
6,-29.37734,-4.380004
9,-29.589159,-10.292954
9,-29.572792,-9.62485
9,-29.216871,-9.988372
10,-29.58188,-1.5259459
2,-29.463943,-4.1284213
6,-29.727234,-4.503912
6,-29.38478,-4.6019073
10,-29.778328,-1.099092
0,-29.492203,-1.3242333
9,-29.384878,-9.875937
9,-29.533445,-10.099111
10,-29.6801,-2.0424066
6,-28.918995,-4.410506
6,-29.553116,-4.6102915
10,-29.541283,-1.0864639
0,-29.321726,-0.9705309
9,-29.472622,-9.876628
9,-29.461895,-10.182978
5,-29.510658,-3.2724614
10,-29.211687,-2.5313783
2,-29.524971,-3.4902012
6,-29.157722,-4.4902034
6,-29.290615,-4.6642823
0,-29.741438,-1.5695637
0,-29.67193,-1.3707473
9,-29.48264,-9.920938
9,-29.462982,-9.816476
10,-29.077354,-1.5830326
10,-29.935427,-1.4296273
2,-29.59192,-3.9052477
6,-29.732086,-3.98343
10,-29.624441,-1.1145511
8,-29.657291,-4.2966123
9,-29.43451,-10.471578
9,-29.476744,-9.828352
9,-29.363579,-9.737758
10,-29.49083,-1.8676102
10,-29.407234,-1.7608954
2,-29.403744,-3.785182
6,-29.473627,-4.471949
10,-29.572475,-1.1051146
8,-29.973751,-4.089272
0,-29.732143,-1.1929768
9,-29.23596,-10.122743
9,-29.446648,-9.658198
10,-29.887228,-1.4913845
2,-29.629566,-4.5995326
2,-29.63086,-3.9639578
10,-29.40264,-1.2575046
8,-29.949589,-4.4820404
0,-29.901821,-1.1999226
9,-29.16973,-10.712445
2,-29.711994,-3.9051998
11,-29.574703,-1.8138614
11,-29.460815,-2.0452983
11,-29.651438,-2.148345
9,-28.351974,-9.798567
12,-29.305809,-1.24248
9,-29.318981,-2.3202055
9,-29.435379,-2.7538724
9,-29.59645,-2.4076955
9,-29.5757,-2.87858
9,-29.541971,-4.110684
0,-29.879099,-1.1458414
0,-29.805996,-1.014624
0,-29.677113,-1.2727642
0,-29.735573,-1.0664463
0,-29.334057,-1.2585604
0,-29.995338,-1.0638633
0,-29.652327,-1.1355423
0,-29.79377,-1.2518127
0,-29.835022,-1.1121922
0,-29.763533,-1.2479148
0,-29.732342,-1.1516176
0,-29.619469,-1.1148555
0,-29.43965,-1.1091821
0,-29.609585,-1.1303205
0,-29.913927,-0.93742067
0,-29.581306,-1.2114168
0,-29.809948,-1.0979469
12,-29.215736,-1.2999088
12,-29.289515,-1.3178331
0,-29.888302,-1.1612471
0,-29.553001,-1.1799122
0,-29.682053,-1.0967358
0,-29.783327,-0.98429793
0,-29.155157,-1.3085656
0,-29.791561,-1.2961729
0,-29.671862,-1.105414
0,-29.557451,-1.2352971
0,-29.477245,-1.4928623
0,-29.68296,-1.1517285
0,-29.917824,-0.95570517
0,-29.28732,-0.8532131
0,-29.662615,-1.3314826
0,-29.797796,-0.9842698
0,-29.805674,-1.036794
7,-29.430763,-4.937662
7,-29.770205,-5.9676075
7,-29.36886,-6.4501863
7,-29.544449,-4.5906787
7,-29.326614,-5.010084
9,-29.203175,-8.560984
9,-29.046217,-9.425174
9,-29.21396,-8.11125
9,-29.355831,-8.905696
9,-29.435776,-8.688051
9,-29.418818,-9.177876
8,-29.907846,-4.3764806
8,-29.729431,-4.329889
8,-29.822977,-4.5846157
8,-30.054516,-4.484362
8,-30.112179,-4.5780706
8,-29.92462,-4.820944
8,-29.909477,-4.330477
8,-29.318136,-4.3592877
8,-29.81113,-4.28239
8,-30.22138,-4.5489054
8,-29.931341,-4.265612
8,-29.923126,-4.885837
8,-29.914116,-4.525779
8,-30.160307,-4.3406324
8,-29.687393,-4.31399
8,-30.125875,-4.1399646
8,-30.122154,-4.326512
8,-29.908213,-4.4705257
8,-30.107138,-4.0899153
12,-28.365677,-1.1533148
0,-28.78373,-1.0664467
0,-29.49734,-1.2516108
11,-29.077425,-1.3544168
11,-29.009777,-1.3450258
8,-29.72359,-4.2564178
0,-29.58341,-0.7742552
10,-29.639042,-1.3086518
2,-29.274786,-3.4951138
11,-29.435385,-1.3054281
11,-29.247208,-1.2702498
6,-29.357244,-4.07727
11,-29.341625,-1.5819141
6,-29.69889,-4.297496
10,-29.425804,-1.5841922
9,-29.274323,-6.8309627
5,-29.3445,-10.247675
10,-29.152697,-1.6613181
0,-29.581331,-0.97092247
11,-29.22007,-1.1206748
9,-29.321064,-6.5382257
5,-29.688818,-8.920314
11,-29.444118,-1.4570297
5,-29.315346,-9.863468
0,-28.75208,-0.9990443
10,-29.119541,-0.98528355
0,-29.57925,-1.7107155
0,-29.736885,-1.2696052
2,-29.23356,-3.1533816
0,-29.070726,-1.0467075
9,-28.83611,-8.040849
11,-29.62984,-1.2832838
5,-29.627693,-8.295076
0,-29.453508,-0.9780868
5,-29.298532,-10.4681835
11,-29.189411,-2.175653
0,-29.585981,-1.1534752
5,-29.2998,-10.24793
5,-29.487886,-8.575497
5,-29.548773,-8.547751
11,-29.519636,-1.267062
5,-29.672218,-9.030576
5,-29.249138,-10.094551
5,-29.5405,-9.438157
5,-29.481695,-9.447908
10,-29.620676,-1.458439
6,-29.555729,-4.295264
10,-29.501995,-2.245234
5,-29.334843,-8.268047
9,-29.37596,-8.743736
11,-29.423492,-1.2360952
11,-29.444826,-1.0893003
11,-29.374224,-1.3242797
6,-29.260527,-3.9728835
11,-29.21323,-1.2480617
0,-29.765219,-0.98002976
5,-29.422829,-9.6399555
11,-29.435078,-1.2066307
11,-29.37095,-1.5235237
0,-29.788074,-0.96728975
11,-29.677462,-1.1244197
0,-29.684467,-0.8770757
5,-29.314062,-9.731215
6,-29.66895,-4.349352
5,-29.43114,-11.106115
0,-29.335897,-1.0156978
5,-29.481499,-8.140035
11,-29.494678,-1.437679
2,-29.589333,-3.7274067
6,-29.727446,-4.679341
5,-29.381063,-10.416112
10,-30.158516,-1.3601285
12,-29.592224,-1.0552866
6,-29.642637,-4.483159
11,-29.654127,-1.428694
5,-29.559143,-9.3951645
8,-30.075867,-4.670858
10,-29.486282,-1.1443951
11,-29.38961,-1.3904884
11,-29.461214,-2.362786
10,-29.44162,-1.5206516
10,-29.248793,-1.1420685
11,-29.577759,-1.2056286
6,-29.380505,-4.2900367
11,-29.473234,-1.0912586
5,-29.189026,-10.622836
0,-29.544998,-0.98170036
10,-29.615791,-1.0832212
5,-29.270786,-9.334025
0,-29.602356,-0.9620757
10,-29.640839,-1.1702689
6,-29.46281,-4.4903793
0,-30.39239,-1.0753452
2,-29.36694,-3.6283424
10,-29.454376,-1.0902263
5,-29.461372,-7.6218505
11,-29.429993,-1.3432142
10,-29.119284,-1.4555962
5,-29.454386,-9.638089
8,-29.522146,-4.3257875
11,-29.249088,-1.4171304
10,-29.428387,-1.097224
0,-29.48722,-0.8568383
0,-29.919071,-1.1024351
0,-29.70196,-0.99178064
10,-29.734999,-1.7132268
11,-29.429636,-1.3108214
5,-29.193176,-10.675419
9,-29.222149,-2.5213299
2,-29.608206,-3.64101
2,-29.524132,-3.4551542
11,-29.496967,-1.5315894
11,-29.80755,-2.4779117
0,-29.598738,-0.8574028
11,-29.515928,-1.3145142
5,-29.32651,-9.503381
0,-29.65459,-0.9876673
11,-29.61145,-1.6041242
6,-29.558695,-4.6842756
9,-29.36586,-7.913094
12,-29.690912,-1.1376375
11,-29.700066,-0.8341984
10,-29.465282,-1.393746
10,-28.902782,-1.4754622
0,-29.193298,-1.1744394
0,-30.03572,-1.087439
10,-29.970797,-1.3309195
11,-29.244898,-2.4544482
11,-29.643517,-2.0609202
0,-29.718819,-0.95989084
10,-29.592934,-1.1215823
8,-30.16838,-4.5500894
0,-29.675299,-0.9902663
11,-29.303926,-2.694341
6,-29.509975,-4.2172246
2,-29.154594,-3.6519384
8,-29.946281,-4.559081
11,-29.780952,-2.3572028
11,-29.537489,-2.041767
10,-29.440823,-1.2039092
0,-29.804834,-0.74733424
0,-29.579634,-1.3095323
10,-29.528986,-1.1873473
8,-29.903725,-3.9376311
0,-29.63529,-1.1814387
12,-29.69511,-1.0722402
11,-29.77365,-1.3805989
10,-29.500584,-1.2259554
11,-29.22051,-1.2037778
10,-29.639452,-1.1214209
12,-29.358435,-1.0424484
0,-29.35662,-1.1394957
11,-29.408108,-2.2940063
0,-29.468365,-1.0714021
11,-29.66045,-1.1106114
12,-29.672396,-1.0351021
2,-29.637728,-3.6773918
0,-29.667616,-1.188772
11,-29.416014,-1.0397744
0,-29.362791,-1.2016852
0,-29.932236,-0.8192284
11,-29.32396,-1.0760399
0,-29.527952,-1.0656586
0,-29.72784,-1.0629772
12,-29.859062,-1.0156745
0,-29.912016,-1.0986898
11,-29.157072,-1.6499745
11,-29.678316,-2.1557877
0,-29.57435,-0.999686
11,-29.693117,-0.91951114
0,-29.44155,-1.103526
0,-29.914932,-0.8944217
12,-29.602741,-1.0748634
0,-29.716902,-1.0521561
0,-29.594269,-1.2803394
2,-29.806007,-3.0533824
0,-29.934475,-0.96458644
11,-29.742994,-2.1755302
2,-29.433725,-3.131011
0,-29.860474,-1.1752977
0,-29.572546,-1.3801401
12,-29.279087,-1.1077858
0,-29.67434,-0.85704565
0,-29.573069,-1.0491368
12,-29.61465,-1.0922488
2,-29.49215,-2.964488
10,-29.463236,-1.1186976
11,-29.173944,-2.1296356
0,-29.72332,-1.2692486
0,-29.740578,-0.8838866
10,-29.474602,-1.3475227
2,-29.50457,-3.491162
2,-29.580544,-3.0799747
11,-29.395033,-1.9131974
0,-30.04036,-1.0221158
0,-29.919748,-1.3755946
11,-29.952126,-0.9417659
5,-29.137772,-8.299497
10,-29.65136,-1.1613483
10,-29.707918,-1.061557
11,-29.651192,-0.8315262
0,-29.71062,-1.1165235
11,-29.989408,-1.6446401
10,-29.39741,-1.031982
0,-29.275827,-0.9081371
12,-29.286768,-1.1302181
0,-29.518913,-1.0634053
0,-29.394913,-0.78242314
11,-29.550505,-1.3676093
2,-29.421871,-3.6233468
0,-30.12806,-0.8022787
11,-29.334444,-0.95920736
10,-29.7723,-1.0469033
11,-29.416277,-2.37543
11,-29.735584,-2.4425905
12,-29.759933,-1.0761001
11,-29.144592,-1.6348689
11,-29.674301,-1.015706
0,-29.81237,-0.92113805
12,-29.651516,-1.1136249
10,-29.76547,-1.1220974
10,-29.423805,-0.9731676
0,-30.11269,-1.2409803
0,-29.782856,-1.0987663
9,-29.644983,-2.375702
0,-29.636086,-0.80501276
0,-29.65518,-1.003664
10,-29.143131,-3.2295299
5,-29.324808,-8.323992
10,-29.27127,-1.5233248
11,-29.463903,-1.0445876
0,-29.65902,-1.0001239
1,-29.497435,-8.024853
0,-29.582993,-0.95741355
11,-29.3076,-0.9116955
11,-29.26908,-1.0070581
0,-29.493181,-0.917944
11,-29.476707,-2.3757591
11,-29.437958,-0.95245904
0,-29.874454,-0.99479234
0,-29.953598,-1.1398013
11,-29.505173,-1.9177387
0,-29.734503,-1.1011306
0,-29.795454,-1.1592902
11,-29.523914,-1.5240772
0,-29.912582,-1.1026576
8,-29.596752,-4.3041124
10,-29.47654,-1.2187229
11,-29.61343,-1.1935946
12,-29.217005,-1.053478
0,-29.65598,-1.4065269
9,-29.617455,-1.9871761
5,-29.394718,-5.4403625
11,-29.39166,-2.963483
12,-29.717218,-1.0817541
10,-29.394964,-1.112747
1,-29.7304,-8.444058
11,-29.356815,-2.2577155
9,-29.34814,-2.592646
10,-29.619122,-1.1105872
5,-29.458332,-7.2605004
9,-29.48947,-2.4907506
10,-29.556849,-1.1283972
0,-29.846542,-1.086006
0,-29.682163,-1.1768514
11,-29.679998,-1.8722807
11,-29.6203,-2.1179194
11,-29.449001,-2.6250112
11,-29.16341,-1.9162818
11,-29.357054,-2.2541926
11,-29.566463,-1.8741198
11,-29.322199,-1.639792
11,-29.51657,-2.1009028
11,-29.33992,-2.6132505
5,-29.4324,-5.486188
11,-29.5794,-1.7749114
12,-29.677439,-1.0699896
1,-29.69668,-8.273207
11,-29.888943,-2.3504982
1,-29.440386,-7.9972053
11,-29.806301,-1.1408942
5,-29.432354,-10.496883
2,-29.729565,-3.3419783
5,-29.331398,-8.045026
11,-29.432924,-1.3111191
1,-29.41097,-8.288296
11,-29.515629,-1.3705359
11,-29.599836,-2.218534
11,-29.592371,-1.275987
11,-29.519182,-2.1702197
11,-29.469976,-2.7166507
11,-29.818928,-2.345504
5,-29.749966,-6.346763
11,-29.598202,-1.8408489
12,-29.374342,-1.0533814
11,-29.701824,-0.9253501
11,-29.48437,-2.112921
1,-29.207838,-8.156009
11,-29.86709,-1.6124293
11,-29.651306,-1.8247162
11,-29.382677,-1.9708896
11,-29.414684,-1.737249
11,-29.308996,-1.7303698
11,-29.734236,-0.94273484
11,-29.758512,-1.6518589
5,-29.49649,-8.183046
11,-29.38811,-2.0835652
1,-29.628048,-7.4270196
11,-29.737568,-1.1378458
11,-29.449984,-2.0091338
11,-29.532192,-1.3412317
11,-29.57955,-1.2009192
11,-29.250969,-1.2701365
11,-29.667315,-1.7947944
1,-29.172218,-7.8894377
0,-29.634932,-1.097712
11,-29.344,-2.3141866
11,-29.47682,-2.4078705
11,-29.301481,-2.5486503
11,-29.470572,-1.3647611
1,-29.426939,-7.8961577
11,-29.40216,-2.7837174
5,-29.551744,-8.011803
11,-30.020952,-0.99835676
5,-29.275152,-3.9942613
11,-29.277311,-2.082029
1,-29.436438,-8.5468645
11,-29.061172,-1.6137743
5,-29.102837,-9.476164
5,-29.00059,-10.328193
5,-29.39219,-10.4834585
5,-29.600374,-10.156076
5,-29.454374,-9.780856
5,-29.159676,-10.023707
5,-29.368334,-10.410698
5,-29.420263,-10.193663
5,-29.28811,-9.971964
5,-29.247944,-10.139414
5,-29.421764,-10.287386
5,-29.415075,-9.965091
5,-29.231531,-9.173289
5,-29.137375,-10.336895
5,-29.371256,-9.898696
5,-29.438482,-10.219761
5,-29.32744,-9.524699
5,-29.147814,-9.931509
5,-28.606695,-10.32507
5,-29.13587,-10.128087
5,-29.301613,-8.472347
5,-29.593912,-10.273887
5,-29.085981,-10.412373
5,-29.427738,-10.209453
5,-29.376486,-8.799897
5,-29.468721,-10.148284
5,-29.187637,-10.217164
5,-29.367252,-10.106349
5,-29.211082,-7.9300222
9,-29.521769,-5.251188
5,-29.308523,-10.302675
5,-29.446619,-9.944365
5,-29.18826,-8.692358
9,-29.477123,-8.49105
5,-29.33546,-10.471532
5,-29.570429,-10.173448
5,-29.536741,-9.486814
9,-29.192701,-2.8687646
5,-29.501698,-10.08786
5,-29.35298,-9.764254
5,-29.409746,-9.87239
9,-29.463152,-7.0356545
5,-29.139685,-10.528333
5,-29.171312,-9.7388315
9,-29.356823,-5.869068
5,-29.28486,-10.89596
5,-29.385794,-10.257859
5,-29.237204,-9.992139
9,-29.27775,-7.779717
5,-29.182285,-9.852844
5,-29.440802,-10.383703
5,-29.195208,-9.264719
9,-29.362535,-8.951795
5,-29.37039,-10.282701
5,-29.246973,-9.188205
9,-29.340235,-8.1079
5,-29.3096,-10.4611025
5,-29.417534,-10.320952
5,-29.29096,-9.855835
9,-29.332165,-9.477041
5,-29.39029,-10.069612
9,-29.537971,-6.0609426
5,-29.231667,-10.332483
9,-29.200426,-8.814165
5,-29.360252,-10.765103
9,-29.323517,-5.9143066
5,-29.32635,-9.4162
9,-29.60083,-7.4857025
5,-29.394987,-10.192611
9,-29.710363,-6.374863
5,-29.26944,-10.32736
9,-29.54265,-9.432018
5,-29.347637,-10.379464
9,-29.558512,-6.524547
5,-28.901989,-10.43868
9,-29.16457,-8.952244
5,-29.348858,-10.447366
9,-29.203087,-8.089048
9,-29.538795,-8.942678
5,-29.218634,-10.442675
9,-29.156387,-8.361888
5,-29.399681,-10.222256
9,-29.377628,-9.677615
5,-29.361797,-10.515554
9,-29.093622,-8.624174
5,-29.3929,-10.190561
9,-29.606577,-8.295174
5,-29.319578,-10.589477
9,-29.19057,-8.783318
5,-29.506855,-7.8431215
9,-29.146116,-9.944127
5,-29.235373,-10.560264
9,-29.431284,-7.6651654
5,-29.38194,-8.622137
9,-29.085701,-9.386037
5,-29.15189,-10.438145
9,-29.679684,-8.240531
9,-29.600403,-9.179109
5,-29.247458,-10.337942
9,-29.304018,-8.2333975
5,-29.507698,-7.0596633
9,-29.1693,-9.692439
5,-29.390657,-10.235006
9,-29.442087,-8.281396
5,-29.398277,-8.1806555
9,-29.440794,-9.284995
5,-29.01425,-10.568565
9,-29.44604,-3.9867756
5,-29.446106,-8.4281645
9,-29.303663,-6.759138
5,-29.237972,-9.912735
9,-29.09067,-4.2920084
5,-29.550209,-8.465061
9,-29.245749,-6.396837
