y,z0,z1
5,-29.179413,-9.854471
5,-29.17875,-9.365254
5,-29.16928,-9.036486
5,-29.776075,-6.404672
5,-29.485567,-6.103429
5,-29.47582,-6.50961
5,-29.241795,-6.3613167
5,-29.500986,-5.79429
5,-29.905176,-6.0458817
5,-29.504375,-5.846109
5,-29.151955,-5.775246
5,-29.201473,-5.5255404
5,-29.488993,-5.917767
5,-29.575085,-5.5686965
5,-29.844088,-6.13859
5,-29.502998,-5.2165375
5,-29.408278,-5.479213
5,-29.55485,-5.7316637
5,-29.4271,-5.722138
10,-29.746359,-1.9377487
10,-29.490654,-1.7503682
10,-29.832218,-3.0857713
10,-29.4232,-2.3589613
10,-29.348413,-2.6524584
10,-28.445097,-2.0176759
10,-29.769947,-2.2637296
10,-29.60689,-2.33656
10,-29.67052,-2.1424298
10,-29.53704,-2.4213262
10,-29.240715,-2.441453
10,-29.506296,-2.1349754
1,-29.591442,-5.997346
1,-29.346415,-5.3852663
1,-29.38323,-5.0435705
1,-29.380898,-5.5466285
1,-29.516102,-5.694913
1,-29.217459,-5.821618
1,-29.95315,-5.407053
1,-29.31445,-5.5781183
1,-29.39852,-5.5754266
1,-29.340878,-6.589543
1,-29.389614,-5.378372
1,-29.93692,-4.677831
1,-29.421085,-5.5866833
1,-29.640102,-6.135487
1,-29.451216,-5.254917
1,-30.188019,-4.0120554
1,-29.282133,-5.9505544
1,-29.009508,-9.142317
1,-29.322954,-9.319693
1,-29.260227,-9.045886
1,-29.267239,-9.436724
1,-29.393972,-8.382496
1,-29.416967,-9.533178
1,-29.43466,-9.396321
1,-28.858017,-9.422835
1,-29.438723,-9.363272
1,-29.46109,-9.681312
1,-29.16907,-9.663879
1,-29.395678,-9.426749
5,-29.509258,-3.2552524
5,-29.664825,-3.0688372
5,-29.512495,-2.1349578
0,-29.114685,-1.5130668
0,-29.32033,-0.9398219
0,-28.960934,-0.9856144
0,-29.400637,-1.1999805
0,-29.397165,-1.215876
0,-29.129639,-1.2869081
0,-29.277054,-0.9623102
0,-29.126242,-1.5354688
0,-29.092947,-1.4146146
5,-29.129179,-9.947207
5,-29.577372,-10.239043
5,-29.666927,-9.851069
5,-29.515923,-10.2263
5,-29.665087,-10.16072
5,-29.627823,-8.15856
5,-29.86641,-8.466028
5,-29.471209,-9.222476
5,-29.200266,-10.148431
5,-29.616762,-9.178215
5,-29.547478,-7.765787
5,-29.38077,-8.706503
5,-29.810951,-8.791688
5,-29.446636,-9.144422
5,-29.138725,-9.997797
5,-29.753185,-10.268538
5,-29.824442,-9.1001215
5,-29.513718,-10.587408
5,-29.626596,-8.976581
5,-29.500715,-10.510475
5,-29.489027,-10.034962
5,-29.513182,-5.5516877
5,-29.908474,-8.953454
5,-29.769413,-8.03759
5,-29.238585,-8.949005
5,-29.728067,-8.707971
5,-29.350279,-8.6104555
5,-29.517992,-8.059749
5,-29.647062,-7.8989487
5,-29.957407,-8.409155
5,-29.475937,-4.747831
5,-29.568789,-10.421362
5,-29.534832,-6.6656604
5,-29.447062,-8.039777
5,-29.515797,-7.7612805
5,-29.192303,-5.3345947
5,-29.592142,-7.2285404
5,-29.419357,-8.295443
5,-29.367144,-8.508117
5,-29.406502,-9.613284
5,-29.301506,-10.066624
5,-29.372631,-10.120085
5,-29.066809,-10.514984
5,-29.421907,-7.2303267
5,-29.413904,-7.8113403
5,-29.551413,-8.029028
5,-29.291693,-9.58069
5,-29.334894,-9.522585
5,-29.115847,-10.620865
5,-29.372545,-10.867193
5,-29.434183,-10.440546
5,-29.465649,-8.039413
5,-29.120417,-6.6130915
5,-29.287092,-7.892539
5,-29.58307,-8.119411
5,-29.513006,-6.4011517
5,-29.643991,-6.8647733
5,-29.570826,-8.462942
5,-29.40765,-10.562302
5,-29.563469,-10.475282
5,-29.583075,-10.885794
5,-29.242397,-10.56995
5,-29.419392,-5.954938
5,-29.31402,-7.9251494
5,-29.074818,-7.7198563
5,-29.533293,-8.626996
5,-29.656916,-6.99476
5,-29.683279,-8.680052
5,-29.819101,-9.352849
5,-29.316488,-5.459221
5,-29.480045,-10.454304
5,-29.329926,-10.33584
5,-29.600456,-7.852391
5,-29.350595,-9.565269
5,-29.56832,-5.5357866
5,-29.747168,-8.542903
5,-29.688147,-9.33765
5,-29.47879,-9.519781
5,-29.433065,-10.046582
5,-29.417019,-7.889967
5,-29.42543,-7.3251867
5,-29.346323,-8.88892
5,-29.660275,-9.635357
5,-29.361128,-9.644354
5,-29.418722,-10.616544
5,-29.273726,-10.178613
5,-29.529512,-7.5678344
5,-29.157106,-8.69547
5,-29.436758,-7.0954685
5,-29.411716,-9.366476
5,-29.390545,-9.637595
5,-29.357899,-8.134672
5,-28.268959,-6.724096
5,-29.3562,-7.772288
5,-29.075434,-7.760105
5,-29.561598,-8.011376
5,-29.79769,-9.377717
12,-29.300303,-1.0888361
12,-29.412256,-6.3609204
12,-29.054714,-6.22883
12,-28.892769,-5.485165
12,-28.913462,-2.4656541
12,-29.175808,-1.1846751
12,-29.22898,-1.1771809
12,-29.085732,-1.1665721
12,-29.415987,-1.5873008
12,-28.997347,-1.280347
12,-29.104143,-1.282207
0,-28.992815,-1.083853
0,-29.265284,-1.1228838
0,-29.075773,-1.4470551
2,-28.9331,-3.8392308
2,-29.580753,-3.4437423
2,-29.273499,-3.8122537
12,-29.375101,-1.056279
12,-29.349733,-1.0230099
12,-29.178537,-1.0825796
12,-29.480019,-1.0974723
12,-28.944334,-1.0715256
9,-28.995028,-9.344616
9,-29.39851,-8.554198
5,-29.180317,-10.867806
5,-29.604744,-10.427196
8,-30.019325,-4.5370846
5,-29.177004,-4.547689
5,-29.112453,-5.1825557
0,-28.99732,-1.3987063
0,-29.340801,-1.3699088
5,-29.32377,-10.204495
0,-29.769724,-1.3262594
8,-30.054157,-4.6490774
5,-29.37232,-9.937466
11,-29.70354,-2.2656825
5,-28.89316,-9.83539
0,-29.405523,-0.9673245
0,-29.611877,-1.009617
5,-28.979029,-9.984425
5,-29.142662,-10.456058
2,-29.19291,-4.02446
2,-29.3665,-3.9241202
2,-29.213053,-3.4966435
5,-29.41823,-3.4985442
5,-29.181993,-2.9715497
0,-29.487726,-1.4668757
3,-29.513538,-1.0528629
5,-28.576305,-1.4171945
10,-26.474258,-1.2038902
5,-29.638977,-8.059993
5,-29.761965,-7.937374
5,-29.536203,-7.890347
5,-29.63621,-8.197826
5,-29.750162,-9.264676
5,-29.579445,-9.943127
5,-29.394823,-8.956826
5,-29.046297,-10.496441
5,-29.518543,-8.76139
5,-29.571468,-9.226409
5,-29.477367,-8.911512
5,-29.20657,-10.166767
5,-29.466078,-7.872307
5,-29.652884,-8.053862
5,-29.849966,-9.026474
5,-29.662037,-9.115533
5,-29.545662,-10.325169
5,-29.633451,-8.761793
5,-29.449894,-10.639045
5,-29.179201,-10.344836
5,-29.044779,-10.512747
5,-29.632238,-10.590099
5,-29.559305,-10.565198
0,-29.647564,-0.93980443
0,-29.215935,-1.1698805
8,-30.059164,-4.5186462
0,-29.73184,-1.3141052
0,-29.478626,-0.97588867
8,-29.850262,-4.6396856
0,-29.470627,-1.0651472
7,-29.27343,-6.2329297
0,-29.485397,-1.37976
7,-29.436735,-4.750873
8,-29.930319,-4.6907325
0,-29.52867,-0.9887497
0,-29.661573,-1.201932
0,-29.88021,-1.144544
0,-29.513277,-1.2505333
